docket_id,id,comment_url,attachment_count,number_of_comments_received,posted_date,congress,submitter_name,bioname,chamber,state,icpsr,title,organization,org_name_short,DATE,comment_type,org_name,org_type,position,position_certainty,TYPE,coalition,coalition_type,ask,ask1,ask2,ask3,success,success_certainty,sucess1,success2,success3,response,pressure_phrases,accept_phrases,compromise_phrases,reject_phrases,notes,
CFPB-2019-0006,CFPB-2019-0006-19510,https://www.regulations.gov/comment/CFPB-2019-0006-19510,1,1,2019-05-13,116,Representative Emma Kerr-Carpenter,,,,,"Comment Submitted by Representative Emma Kerr-Carpenter, NA",,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-19527,https://www.regulations.gov/comment/CFPB-2019-0006-19527,1,1,2019-05-13,116,Senator Jen Gross,,,,,"Comment Submitted by Senator Jen Gross, NA",,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-2086,https://www.regulations.gov/comment/CFPB-2019-0006-2086,1,1,2019-04-17,116,Dale Carr,,,,,"Comment submitted by Dale Carr, House of Representatives State of Tennessee ",House of Representatives State of Tennessee,,2019-04-17,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-2086,https://www.regulations.gov/comment/CFPB-2019-0006-2086,,1,,,,,,,,,House of Representatives State of Tennessee,,2019-04-17,elected,Dale Carr,senate-tn,4,,,cfsa,Private,"I am writing to show my support of the above referenced proposed rules that rescind the mandatory underwriting portion of the 2017 final rule regarding Payday, Vehicle Title, and Certain High-Cost Installment Loans (2017 Final Rule)",,,,2,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-2087,https://www.regulations.gov/comment/CFPB-2019-0006-2087,2,1,2019-04-18,116,Becky Mercier,,,,,"Comment submitted by Becky Mercier, Mississippi State Senate ",Mississippi State Senate,,2019-04-18,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-21780,https://www.regulations.gov/comment/CFPB-2019-0006-21780,2,1,2019-05-13,116,Chris Kidd,,,,,"Comment Submitted by Chris Kidd, Oklahoma State Senate",Oklahoma State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-21782,https://www.regulations.gov/comment/CFPB-2019-0006-21782,2,1,2019-05-13,116,Sally Doty,,,,,"Comment Submitted by Becky Mercier on behalf of Sally Doty, Mississippi State Senate",Mississippi State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-21784,https://www.regulations.gov/comment/CFPB-2019-0006-21784,2,1,2019-05-13,116,Sampson Jackson II,,,,,"Comment Submitted by Anita Jackson on behalf of Sampson Jackson II, Mississippi State Senate",Mississippi State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-21987,https://www.regulations.gov/comment/CFPB-2019-0006-21987,2,1,2019-05-13,116,Mike Osburn,,,,,"Comment Submitted by Mike Osburn, State of Oklahoma House of Representatives",State of Oklahoma House of Representatives,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-21987,https://www.regulations.gov/comment/CFPB-2019-0006-21987,,1,,,,,,,,,State of Oklahoma House of Representatives,,2019-05-13,elected,Mike Osburn,oklahoma house district 81,4,,,cfsa,Private,pleased that the CFPB has taken steps to rescind the mandatory underwriting provisions,encourage that additional action be taken concerning the payment provisions,,,2,,0,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-22270,https://www.regulations.gov/comment/CFPB-2019-0006-22270,2,1,2019-05-13,116,James Leewright,,,,,"Comment Submitted by James Leewright, Oklahoma State Senate",Oklahoma State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-22271,https://www.regulations.gov/comment/CFPB-2019-0006-22271,2,1,2019-05-13,116,Damon Thayer,,,,,"Comment Submitted by Peggy Rayborn on behalf of Damon Thayer, Commonwealth of Kentucky Senate",Commonwealth of Kentucky Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-22271,https://www.regulations.gov/comment/CFPB-2019-0006-22271,,1,,,,,,,,,Commonwealth of Kentucky Senate,,2019-05-13,elected,Damon Thayer,kentucky senate district 17,4,,,cfsa,Private,rescinding the 2017 Rule is warranted,,,,2,,,,,"Finally, several industry commenters and State legislators supported the Bureau's proposed rule stating that the 2017 Final Rule would have resulted in the closure of many small businesses due to revenue decreases or increased costs related to training or the use of RISes. The Bureau agrees that small lenders will experience a reduction in costs and training related to the use of RISes which may avoid the closure of some small lenders. The Bureau Start Printed Page 44444generally agrees with these comments, but because these costs to small entities are either not significant or do not apply to persons covered by the 2017 Final Rule, the Bureau's certification still holds.",,,,,,
CFPB-2019-0006,CFPB-2019-0006-22272,https://www.regulations.gov/comment/CFPB-2019-0006-22272,2,1,2019-05-13,116,James Leewright,,,,,"Comment Submitted by James Leewright, NA",Oklahoma State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-22273,https://www.regulations.gov/comment/CFPB-2019-0006-22273,2,1,2019-05-13,116,Michael Watson,,,,,"Comment Submitted by Becky Mercier on behalf of Michael Watson, Mississippi State Senate",Mississippi State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-22282,https://www.regulations.gov/comment/CFPB-2019-0006-22282,3,1,2019-05-13,116,Chris Massey,,,,,"Comment Submitted by Chris Massey, Mississippi State Senate",Mississippi State Senate,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-23517,https://www.regulations.gov/comment/CFPB-2019-0006-23517,2,1,2019-05-13,116,Nolan Mettetal,,,,,"Comment Submitted by Gloria Tramel on behalf of Nolan Mettetal, Mississippi State House of Representatives",Mississippi State House of Representatives,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-23517,https://www.regulations.gov/comment/CFPB-2019-0006-23517,,1,,,,,,,,,Mississippi State House of Representatives,,2019-05-13,elected,Nolan Mettetal,mississippi house district 10,4,,,cfsa,Private,pleased that the CFPB has taken steps to rescind the mandatory underwriting provisions of its 2017 Final Rule for small-dollar lending and support this rule proposal,also hope the CFPB will take the time to reconsider the payment provisions of the 2017 Rule,,,2,,0,,,"Finally, several industry commenters and State legislators supported the Bureau's proposed rule stating that the 2017 Final Rule would have resulted in the closure of many small businesses due to revenue decreases or increased costs related to training or the use of RISes. The Bureau agrees that small lenders will experience a reduction in costs and training related to the use of RISes which may avoid the closure of some small lenders. The Bureau Start Printed Page 44444generally agrees with these comments, but because these costs to small entities are either not significant or do not apply to persons covered by the 2017 Final Rule, the Bureau's certification still holds.",,,,,,
CFPB-2019-0006,CFPB-2019-0006-25674,https://www.regulations.gov/comment/CFPB-2019-0006-25674,1,1,2019-05-13,116,Representative Thom Harnett,,,,,"Comment Submitted by Representative Thom Harnett, NA",,,2019-05-13,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-26172,https://www.regulations.gov/comment/CFPB-2019-0006-26172,1,1,2019-05-14,116,Rep. Jade Bahr,,,,,"Comment Submitted by Rep. Jade Bahr, NA",,,2019-05-14,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27007,https://www.regulations.gov/comment/CFPB-2019-0006-27007,1,1,2019-05-14,116,Rep. Tom Woods,,,,,"Comment Submitted by Rep. Tom Woods, NA",,,2019-05-14,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27022,https://www.regulations.gov/comment/CFPB-2019-0006-27022,1,1,2019-05-14,116,Jamie Raskin,"RASKIN, Jamie Ben",House,maryland,21741,"Comment submitted by Jamie Raskin, Congress of the United States",Member of Congress,,2019-05-14,elected,"RASKIN, Jamie Ben",House-maryland,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27022,https://www.regulations.gov/comment/CFPB-2019-0006-27022,,1,,,,,,,,,Member of Congress,,2019-05-14,elected,Jamie Raskin,house-md,1,,,naca,Public,I write to express my strong opposition to the Consumer Financial Consumer Protection's Bureau's proposal to recind Ability-to-Pay requirements,implementing the 2017 rule,,,-2,,-2,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27029,https://www.regulations.gov/comment/CFPB-2019-0006-27029,1,1,2019-05-15,116,Rep. Andrea Olsen,,,,,"Comment Submitted by Rep. Andrea Olsen, NA",,,2019-05-15,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27168,https://www.regulations.gov/comment/CFPB-2019-0006-27168,2,1,2019-05-15,116,Rep. Ryan Lynch,,,,,"Comment Submitted by Rep. Ryan  Lynch, NA",,,2019-05-15,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27177,https://www.regulations.gov/comment/CFPB-2019-0006-27177,2,1,2019-05-15,116,Rep. Mary Caferro,,,,,"Comment Submitted by Rep. Mary Caferro, NA",,,2019-05-15,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27299,https://www.regulations.gov/comment/CFPB-2019-0006-27299,3,1,2019-05-15,116,Patty Kuderer,,,,,"Comment Submitted by Patty Kuderer, Washington State Senate",Washington State Senate,,2019-05-15,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27299,https://www.regulations.gov/comment/CFPB-2019-0006-27299,,1,,,,,,,,,Washington State Senate,,2019-05-15,elected,Andy Billig;Annette Cleveland;Jeannie Darneille;Mona Das;Manka Dhingra;David Frockt;Bob Hasegawa;Sam Hunt;Karen Keiser;Patty Kuderer;Marko Liias;Liz Lovelett;John Mccoy;Guy Palumbo;Emily Randall;Christine Rolfes;Rebecca Saldaña;Kevin Van De Wege;Claire Wilson,senate-wa,1,,,naca,Public,"We strongly oppose this proposal and believe that the Rule should be implemented. The Rule will help ensure that consumers are protected from unfair lending practices, which push people even further into debt and poverty.","— the requirement that lenders ensure that a loan is affordable without having to re-borrow or default on other expenses. This is critically important to stopping the harms of this business model, and we strongly support this approach.",,,-2,,-2,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27609,https://www.regulations.gov/comment/CFPB-2019-0006-27609,2,1,2019-05-15,116,Rep. Mary Ann Dunwell,,,,,"Comment Submitted by Rep. Mary Ann Dunwell, NA",,,2019-05-15,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27798,https://www.regulations.gov/comment/CFPB-2019-0006-27798,1,1,2019-05-16,116,Tom Malinowski,,,,,"Comment Submitted by Tom Malinowski, U.S. House of Representatives",U.S. House of Representatives,,2019-05-16,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27798,https://www.regulations.gov/comment/CFPB-2019-0006-27798,,1,,,,,,,,,U.S. House of Representatives,,2019-05-16,elected,Tom Malinowski,house-nj,1,,,naca,Public,Oppose the CFPB proposal to rescind key provisions,Ability-to-repay provision should be entact because lenders need to practice basic due diligence before giving out loans,CFPB must exercise its mandate to protect all Americans from the payday lending industry.,,-2,,-2,-2,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-27936,https://www.regulations.gov/comment/CFPB-2019-0006-27936,1,1,2019-05-16,116,Robert Kerr,"FLEISCHMANN, Chuck",House,tennessee,21178,"Comment Submitted by Robert Kerr, Rep. Chuck Fleischmann",Rep. Chuck Fleischmann,,2019-05-16,elected,"FLEISCHMANN, Chuck",House-tennessee,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-28124,https://www.regulations.gov/comment/CFPB-2019-0006-28124,1,1,2019-05-16,116,Sen. Jen Gross,,,,,"Comment Submitted by Sen. Jen Gross, NA",,,2019-05-16,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-28132,https://www.regulations.gov/comment/CFPB-2019-0006-28132,1,1,2019-05-16,116,Rep. Jessica Karjala,,,,,"Comment Submitted by Rep. Jessica Karjala, NA",,,2019-05-16,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-28572,https://www.regulations.gov/comment/CFPB-2019-0006-28572,2,1,2019-05-20,116,"Emerson, ,Rep,(District,Office)",,,,,"Comment Submitted by Emerson, Rep. (District Office), NA",,,2019-05-20,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-38507,https://www.regulations.gov/comment/CFPB-2019-0006-38507,2,1,2019-05-20,116,Senate Finance Committee,,,,,"Comment Submitted by Senate Finance Committee, NA",,,2019-05-20,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-39935,https://www.regulations.gov/comment/CFPB-2019-0006-39935,1,1,2019-05-21,116,Tom Malinowski,,,,,"Comment submitted by Tom Malinowski, Member of Congress",Member of Congress,,2019-05-21,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-39935,https://www.regulations.gov/comment/CFPB-2019-0006-39935,,1,,,,,,,,,Member of Congress,,2019-05-21,elected,Tom Malinowski,house,1,,,naca,Public,"I write to express my opposition to the Consumer Financial Protection Bureau’s (“Bureau” or “CFPB”) proposal to rescind key provisions of the Payday, Vehicle Title, and Certain High-Cost Installment Loans final rule.",,,,-2,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-42295,https://www.regulations.gov/comment/CFPB-2019-0006-42295,1,1,2019-05-22,116,Rep.+Seth retired,,,,,"Comment Submitted by Rep.+Seth retired, NA",,,2019-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-42309,https://www.regulations.gov/comment/CFPB-2019-0006-42309,2,1,2019-05-22,116,Scott Wiggam,"SCOTT, Austin",House,georgia,21123,"Comment Submitted by Scott Wiggam, Ohio State House of Representatives",Ohio State House of Representatives,,2019-05-22,elected,"SCOTT, Austin",House-georgia,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-42309,https://www.regulations.gov/comment/CFPB-2019-0006-42309,2,1,2019-05-22,116,Scott Wiggam,"SCOTT, David",House,georgia,20321,"Comment Submitted by Scott Wiggam, Ohio State House of Representatives",Ohio State House of Representatives,,2019-05-22,elected,"SCOTT, David",House-georgia,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-47122,https://www.regulations.gov/comment/CFPB-2019-0006-47122,2,1,2019-05-22,116,Niraj Antani,,,,,"Comment Submitted by Niraj Antani, Ohio State House of Representatives",Ohio State House of Representatives,,2019-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-47606,https://www.regulations.gov/comment/CFPB-2019-0006-47606,2,1,2019-05-22,116,Scott Fitzegerald,,,,,"Comment Submitted by Scott Fitzegerald, Wisconsin State Senate",Wisconsin State Senate,,2019-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-47606,https://www.regulations.gov/comment/CFPB-2019-0006-47606,,1,,,,,,,,,Wisconsin State Senate,,2019-05-22,elected,Scott Fitzgerald,senate-wi,4,,,cfsa,Private,"The Consumer Financial Protection Bureau’s (CFPB) reconsideration of its regulation of shortterm lending is a welcome development for the hardworking consumers of Wisconsin, whom I am proud to represent in the Wisconsin State Senate.",,,,2,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-48168,https://www.regulations.gov/comment/CFPB-2019-0006-48168,2,1,2019-05-22,116,Appel Sen.,,,,,"Comment Submitted by Appel Sen., NA",,,2019-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-48629,https://www.regulations.gov/comment/CFPB-2019-0006-48629,2,1,2019-05-22,116,Pearson Rep.,,,,,"Comment Submitted by Pearson Rep., NA",,,2019-05-22,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-51650,https://www.regulations.gov/comment/CFPB-2019-0006-51650,1,1,2019-05-24,116,Sen. Sue Malek,,,,,"Comment Submitted by Sen. Sue Malek, NA",,,2019-05-24,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-5496,https://www.regulations.gov/comment/CFPB-2019-0006-5496,1,1,2019-05-07,116,Alcee Hastings,"HASTINGS, Alcee Lamar",House,florida,29337,"Comment submitted by Alcee Hastings, Congress of the United States",Congress of the United States,,2019-05-07,elected,"HASTINGS, Alcee Lamar",House-florida,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-5496,https://www.regulations.gov/comment/CFPB-2019-0006-5496,,1,,,,,,,,,Congress of the United States,,2019-05-07,elected,Alcee Hastings;Collin Peterson;Henry Cuellar,house-fl,4,,,cfsa,Private,"support the CFPB's efforts to improve the small-dollar, short-term credit rule to ensure the appropriate balance",,,,1,2,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-5496,https://www.regulations.gov/comment/CFPB-2019-0006-5496,,1,,,,,,,,,Congress of the United States,,2019-05-07,elected,Alcee Hastings;Collin Peterson;Henry Cuellar,house-mn,4,,,cfsa,Private,"support the CFPB's efforts to improve the small-dollar, short-term credit rule to ensure the appropriate balance",,,,1,2,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-5496,https://www.regulations.gov/comment/CFPB-2019-0006-5496,,1,,,,,,,,,Congress of the United States,,2019-05-07,elected,Alcee Hastings;Collin Peterson;Henry Cuellar,house-tx,4,,,cfsa,Private,"support the CFPB's efforts to improve the small-dollar, short-term credit rule to ensure the appropriate balance",,,,1,2,,,,,,,,,,
CFPB-2019-0006,CFPB-2019-0006-6166,https://www.regulations.gov/comment/CFPB-2019-0006-6166,1,1,2019-05-08,116,Senator Sue Malek,,,,,"Comment Submitted by Senator Sue Malek, NA",,,2019-05-08,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0007,CFPB-2019-0007-0106,https://www.regulations.gov/comment/CFPB-2019-0007-0106,3,1,2019-03-19,116,Rep. Tom Jacobson,,,,,"Comment Submitted by Rep. Tom Jacobson, NA",,,2019-03-19,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0007,CFPB-2019-0007-0112,https://www.regulations.gov/comment/CFPB-2019-0007-0112,2,1,2019-03-19,116,Rep. Mary Caferro,,,,,"Comment Submitted by Rep. Mary  Caferro, NA",,,2019-03-19,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0007,CFPB-2019-0007-0113,https://www.regulations.gov/comment/CFPB-2019-0007-0113,2,1,2019-03-19,116,Rep. Mary Ann Dunwell,,,,,"Comment Submitted by Rep. Mary Ann Dunwell, NA",,,2019-03-19,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0007,CFPB-2019-0007-0116,https://www.regulations.gov/comment/CFPB-2019-0007-0116,2,1,2019-03-19,116,Rep. Ryan Lynch,,,,,"Comment Submitted by Rep. Ryan Lynch, NA",,,2019-03-19,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0020,CFPB-2019-0020-0010,https://www.regulations.gov/comment/CFPB-2019-0020-0010,1,1,2019-06-19,116,Various,,,,,"Comment submitted by Various, United States House of Representatives Committee on Financial Services",United States House of Representatives Committee on Financial Services,,2019-06-19,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-0053,https://www.regulations.gov/comment/CFPB-2019-0022-0053,1,1,2019-06-11,116,Various,,,,,"Comment submitted by Comment Submitted by various, United States Senate",United States Senate,,2019-06-11,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-0053,https://www.regulations.gov/comment/CFPB-2019-0022-0053,1,1,2019-06-11,,See attached,,,,,"Comment Submitted by various, United States Senate",United States Senate,,2019-06-11,elected,"Robert Menendez;Sherrod Brown;Catherine Cortez Masto;Cory A. Booker;Kirsten Gillibrand;Chris Van Hollen;Richard Blumenthal;Tammy Duckworth;Jack Reed;Tammy Baldwin;Elizabeth Warren;Benjamin L. Cardin;Kamala D. Harris;Edward J. Markey;Doug Jones;Angus S. King, Jr.;Dianne Feinstein;Richard J. Durbin;Bernard Sanders;Tina Smith;Sheldon Whitehouse;Amy Klobuchar;Brian Schatz;Mazie K. Hirono;Ron Wyden;Jeffrey A. Merkley",senate-nj,1,,,naacp,Public,"Yet, the CFPB’s proposed rule-contains no requirement that.a debt collector have original documentation or other information to substantiate that the debt they are attempting to collect is legitimately owed by the: onsumer they are contacting.","s itis cutrently written, the proposed debt collection rule will only exacerbate and increase troubling harassment tactics..By allowing debt collectors to send consumers unlimited text messages and emails without first receiving affirmative.consent.for such a method of communication, the proposed rule permits collectors. to overwhelm consumers with intrusive communications.","The proposed rule allows a debt collector to call.a consumer seven times a week per debt. For a.consumer with six-medical debts, the proposed rulemeans-that the-consumer eould receive up to 42 calls per week. Furthermore, creating an exemption for “limited content” messages that could be overheard on a voicemail or delivered to third parties like an employer is an invasion of basic privacy that should not be-endorsed by. the: Bureau.","The rule also weakeits-protections. for consumers whose debts are no longer enforceable under ‘state or federal law. Rather than simply bannitig collection of time-barred debt by third party collectors, the GFPB’s rulé provides collectors with a.loophole to:mislead borrowérs inte unknowingly accepting liability for those debts,",-2,,2,-2,-2,"The Bureau also declines to expand the prohibition in § 1006.30(b)(1) to encompass other types of debt beyond debt that has been paid or settled or discharged in bankruptcy. The Bureau concludes that the transfer of time-barred debt, disputed debt, debt lacking ownership documentation, debt subject to litigation, debt in which the consumer has an uncompleted settlement agreement, or other types of debt suggested by commenters do not present the same unfairness and unconscionability concerns of the same prevalence and magnitude as the debt types to which the prohibition in § 1006.30(b)(1) applies.",,,,,,
CFPB-2019-0022,CFPB-2019-0022-12107,https://www.regulations.gov/comment/CFPB-2019-0022-12107,1,1,2019-10-02,116,Various,,,,,Comment submitted by Various on behalf of Congress of the United States,Congress of the United States,,2019-10-02,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-12107,https://www.regulations.gov/comment/CFPB-2019-0022-12107,1,1,2019-10-02,,See attached,,,,,Various on behalf of Congress of the United States,Congress of the United States,,2019-10-02,elected,"Katie Porter;Ayanna P Leu;Maxine Waters;Bill Foster;Jim Mcgovern;Ilhan Omar;Alexandria Ocasio-Cortez;Jesus G. “Chuy” Garcia;Carolyn B. Maloney;Emmanuel Cleaver, Ii;Wm. Lacy Clay;Rashida Tlaib;Juan Vargas;Gregory W. Meeks;Jerrold Nadler;Al Lawson;Joyce Beatty;Cheri Bustos;Debbie Dingell;Bonnie Watson Coleman;Nydia M. Velazquez;Mark Takano;Rosa Delauro;Tim Ryan;Betty Mccollum;Don Beyer;Jan Schakowsky;Ro Khanna;Raul M. Grijalva;Jamie Raskin;Eleanor Holmes Norton;Lucille Roybal-Allard;Bill Pascrell;Anna G. Eshoo;Barbara Lee;Steve Cohen;Mary Gay Scanlon;Stephen Lynch;Mike Levin;Julia Brownley;Danny K. Davis;Tony Cardenas;Bobby L. Rush;Veronica Escobar;Marcia L. Fudge;Mark Pocan;Jennifer Wexton;Chellie Pingree;Deb Haaland;Joe Courtney;Sheila Jackson Lee;Elijah E. Cummings;Karen Bass;Sylvia Garcia;Peter Welch;Michael San Nicolas;Nanette Diaz Barragan;Katie Hill;Adriano Espaillat;Tulsi Gabbard;Pramila Jayapal Congressman Mike Quigley;Robin Kelly;Madeleine Dean;Suzanne Bonamici;Peter Defazio",senate,1,,,naacp,Public,"call consumers seven times per week, per debt, potentially leading to scores of calls to consumers with multiple debts in collection,","text and email without clear limits and without consumers’ consent, and send legally required notices through hyperlinks consumers might be afraid to click on,","decline to translate important notices into the language used for the original transaction,","violate consumer privacy with “limited-content” messages,",-2,,-2,-1,-2,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-14364,https://www.regulations.gov/comment/CFPB-2019-0022-14364,1,1,2020-03-12,116,Katie Porter,"PORTER, Katie",House,california,21954,Comment submitted by Katie Porter on be half of Congress of the United States House of Representative,Congress of the United States House of Representative,,2020-03-12,elected,"PORTER, Katie",House-california,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-14364,https://www.regulations.gov/comment/CFPB-2019-0022-14364,1,1,2020-03-12,,See attached,,,,,Katie Porter on be half of Congress of the United States House of Representative,Congress of the United States House of Representative,,2020-03-12,elected,Katie Porter,house,1,,,naacp,Public,"I request that the CFPB collaborate with the Department of Health and Human Services (HHS) to conduct—and make public—a formal review of the privacy, health, and financial implications of this proposed regulation and incorporate the results into any rulemaking.",the proposed rule fails to protect patients and their private health information from a pernicious new trend in medical debt collection: the use of social media platforms and texting to contact consumers.,"For such entities, the use of social media platforms without a patient’s prior consent appears likely to constitute an unauthorized breach of protected health information.",,-2,,-2,-2,,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-14366,https://www.regulations.gov/comment/CFPB-2019-0022-14366,1,1,2020-09-22,116,Alex Mooney,"MOONEY, Alex X.",House,west virginia,21557,Comment submitted by Alex X. Mooney on behalf of Congress,Congress,,2020-09-22,elected,"MOONEY, Alex X.",House-west virginia,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0022,CFPB-2019-0022-14366,https://www.regulations.gov/comment/CFPB-2019-0022-14366,1,1,2020-09-22,,See attached,,,,,Alex X. Mooney on behalf of Congress,Congress,,2020-09-22,elected,Rep. Alex X. Mooney,house-wv,3,,,american bar association,Public,I respectfully urge you to remove the safe harbor provision for meaningful attorney involvement from the final version of the debt collection rule.,,,,2,,,,"The Bureau received a large number of comments on the proposed meaningful attorney involvement safe harbor from a variety of commenters, almost all of whom opposed the proposal. As discussed below, the Bureau has decided after considering the comments not to finalize the proposed provision regarding meaningful attorney involvement.",,,,,,,
CFPB-2019-0039,CFPB-2019-0039-0093,https://www.regulations.gov/comment/CFPB-2019-0039-0093,1,1,2019-09-18,116,Sherrod Brown,"BROWN, Sherrod",Senate,ohio,29389,"Comment Submitted by Sherrod Brown et al, U.S. Senate Committee on Banking, Housing and Urban Affairs","U.S. Senate Committee on Banking, Housing and Urban Affairs",,2019-09-18,elected,"BROWN, Sherrod",Senate-ohio,,,,,,,,,,,,,,,,,,,,,
CFPB-2019-0055,CFPB-2019-0055-0174,https://www.regulations.gov/comment/CFPB-2019-0055-0174,1,1,2020-01-29,116,Various,,,,,Comment submitted by Various on behalf of Congress of the United States,Congress of the United States,,2020-01-29,,,-,,,,,,,,,,,,,,,,,,,,,
CFPB-2020-0020,CFPB-2020-0020-0090,https://www.regulations.gov/comment/CFPB-2020-0020-0090,1,1,2020-11-18,116,Mark Warner,"WARNER, Mark",Senate,virginia,40909,2020.11.18 Warner Rounds_ATR-QM,U.S. Senate,,2020-11-18,elected,"WARNER, Mark",Senate-virginia,,,,,,,,,,,,,,,,,,,,,
CFPB-2020-0028,CFPB-2020-0028-0047,https://www.regulations.gov/comment/CFPB-2020-0028-0047,1,1,2020-11-17,116,Patrick Toomey,"TOOMEY, Patrick Joseph",Senate,pennsylvania,29935,Toomey comment,U.S. Senate,,2020-11-17,elected,"TOOMEY, Patrick Joseph",Senate-pennsylvania,,,,,,,,,,,,,,,,,,,,,
